file,ground_truth,baseline_prediction,finetuned_prediction
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001686.wav,trách nhiệm của cán bộ ngoại giao rất lớn, Trách nhiệm cổ kến vợ ngoại giao rất lớn.,thách nhiệm cổ cán vội ngoại gia rất lớn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009775.wav,bắp chân bạn có bị đau sau khi đi bộ và cơn đau có giảm khi đi nghỉ ngơi không, Bắt chân bản có bị đau sau khi đi bộ và cơn đau có giảm khi đi nghỉ ngơi không?,bắt chân bạn có bị đau sau khi đi bộ và cơn đau coi giảm khi đi nghỉ ngơi không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008027.wav,anh có muốn tôi kiểm tra nhanh một lần nữa không, Anh có muốn tôi kiểm tra nhanh một lần nữa không?,anh có muốn tôi kiểm tra nhanh một lần nữa không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006272.wav,Thế nhưng với những gì đang diễn ra đó là một cuộc cách mạng thực sự, Thế nhưng vô những gì đang diễn ra đó là một cách mạn thực sự.,Thế nhưng với những gì đang diễn ra đó là một cách mạng thực sự
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004747.wav,Cuộc sống có nhiều góc nhìn khác nhau tôi chọn góc nhìn tích cực," Cuộc sống có nhiều các nhiên khác nhau, tôi tồn các nhiên tích cực.",Cuộc sống có nhiều góc nhìn khác nhau tôi chọn các nhìn tích cực
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006398.wav,Tôi còn mày mò mua sách ở Nguyễn Xí Đinh Lễ tranh thủ tối đọc thêm," Tôi còn ngày mò mua sách ở Nguyễn Sĩ, Đinh Lạc, Trân Thủ Tối độc Phụ.",Tôi còn mày mò mua sách ở Nguyễn Sĩ Đinh Lệnh tranh thủ tối độc phục
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003503.wav,máy X quang có làm ảnh hưởng đến phim không, Mãi ích y quan có làm ảnh hưởng đến phim không?,máy xí quang có làm ảnh hưởng đến phim không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000730.wav,Nhiều người khác vẫn chưa gọi nhắn tin được, Như người khác vẫn chưa gọi nhắn tin được,Nhiều người khác vẫn chưa gọi nhắn tin được
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010377.wav,Thương con bà Thơm bảo như thế cũng không được," Thương con, bà thơm bảo như thế cũng không được.",Thương con bà thêm bảo như thế cũng không được
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000045.wav,cô ta nghi ngờ lúc mình say rượu đã bị toán cưỡng bức, तो बानी नुए नुँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ,tôi ta nghi nhờ nước nghỉ xanh rượu và bị khóa N
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000835.wav,vui lòng đến quầy của hàng không nhật bản, Vui lòng đến quay của hàng không Nhật Bản.,vui lòng đến quầy của hàng không nhật bản
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007315.wav,Trong lúc đi vệ sinh Hiển và Hùng xảy ra mâu thuẫn," Trong lúc đi về sinh, hiển và hôn xảy ra máu thuận.",Trong lúc đi vệ sinh Hiển và Hùng xảy ra mâu thuẫn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002725.wav,Tuy nhiên công ty vẫn đang đắn đo bởi sức mua hiện đang rất thấp," Tuy nhiên, công ty vẫn đang đánh đo bởi sức mua hiện đang đất thấp.",Tuy nhiên công ty vẫn đang đánh đo bởi sức mua hiện đang rất thấp
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008507.wav,vui lòng cho tôi hộp thuốc lá, Vui làm cho tôi hộp thuộc lá,vui lòng cho tôi hộp thuốc lá
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001721.wav,Địa hình ở đây tương đối bằng phẳng thoáng mát, Đi hênh ở đây từ nội băng phẳng thỏa mát.,Đề hình ở đây tương đối bằng phỏng thoảng mát
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001364.wav,Mặc dù ba tháng sau chị được tòa tuyên án vô tội, Mặc nhiêu 3 tạm 6 chỉ được toa tuyên Ản của tôi.,Mặc dù ba tháng sau chị được toa tuyên án rô tội
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002581.wav,chỉ còn vài tuần nữa nữ diễn viên xinh đẹp của điện ảnh hàn quốc sẽ lâm bồn," Chỉ còn vài tuần nữa, nữ diễn viên xin đẹp của địa ngãnh Hàn Quốc sẽ lâm bồn.",chỉ còn vài tuần nữa nữ diễn viên xinh đẹp của điện ảnh hàng quốc sẽ lâm bồn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005929.wav,các kỹ sư và công nhân lục tục ra về nhường công trường cho những người làm ca sáng, Các kỹ sư và công nhân lục tục ra về nhường công trường cho những người làm ca sáng.,các kỹ sư và công nhân lục tục ra về nhường công trường cho những người làm ca sáng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009384.wav,Và để có tình đã khó giữ được tình còn khó hơn nhiều," Và để có tình đã khó, nhớ được tình còn khó hơn nhiều.",Và để có tình đã khó giữ được tình còn khó hơn nhiều
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009095.wav,có tao đến các căn nhà cổ đại không, Có tao đến các căn nhà củ đại không?,có táo đến các căn nhà cổ đại không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000215.wav,Mấy cái app nổi tiếng như zalo messenger zing mp3 vtv go fpt play diệt virus hát karaoke," Mấy cây app nổi tiếng như Zalo, Messenger, JinMV3, VTVGo, MPTV Lite, virus, hát karaoke.",máy cây áp nổi tiếng như jaloe messenger gin mv3 vtv go apt play nhiều virus hát karaoke
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003801.wav,ông có hài lòng với mọi thứ không thưa ông," Ông có hai lòng với mọi thứ không, thưa ông.",ông có hài lòng với mọi thứ không thưa ông
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006719.wav,trường là người rất có kỷ luật nhưng làm việc hơi cẩu thả một chút, Trường là người rắc có kỹ lực nhưng làm việc hơi cổ thả một chút.,trường là người rất có kỹ lực nhưng làm việc hơi cẩu thả một chút
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001443.wav,người lái xe không thông báo rằng anh ta chở nhựa than nên, Người lái xe không thông báo rằng anh ta trở nhựa than nên.,người lái xe không thông báo rằng anh ta chớ nhựa than nên
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007339.wav,để tôi đo mạch đập của anh, Để tôi đo mặt đập của anh,để tôi đò mặt đập của anh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010838.wav,biên bản cuộc họp đã được ghi lại, Biên bản cuộc họp đã được ghi lại.,biên bản cuộc họp đả được ghi lại
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006130.wav,anh có thể đổi chỗ tiền giấy này ra tiền xu được không, Anh có thể đổi chỗ tiền giấy này sang tình trụ được không?,anh có thể đổi trổ tiền giấy này sang tiền xu được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005762.wav,Đợi chảo dầu nóng già cho từng viên rau củ vào rán vàng, Đơi chờ dâu nóng ra cho tương viên rấu cụ bao rạn vang.,Đợi chở dầu nóng già chở từng viên rau củ vào rán vàng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000347.wav,hôm nay su không ở đây, Hôm nay xu không ở đây,hôm nay su không ở đây
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006914.wav,vào buổi sáng, Vào buổi sáng!,vào buổi sáng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011758.wav,Nhưng chị đã có chồng rồi thì lại nghĩ đến làm gì, nhưng chị đã có chồng rồi thì lại nghĩ đến làm gì,Nhưng chị đã có chồng rồi thì lại nghĩ đến làm gì
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001983.wav,vài ngày nữa sẽ có hàng, và ngày nửa sẽ có hàng,vài ngày nữa sẽ có hàng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007308.wav,gia đình Bart cho biết bộ phim phỉ báng ông đồng thời dọa sẽ kiện để bộ phim này không được phép chiếu," Gia đình bác cho biết bộ phim vị bán ông, đồng thời dọa sẽ kiện bộ phim này không được phép dưới.",gia đình bác cho biết bộ phim phỉ bán ông đồng thời dọa sẽ kiện bộ phiêm này không được phép chiếu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002640.wav,tôi có thể ngồi cùng anh được không, Tôi có thể ngồi cùng anh được không?,tôi có thể ngồi cùng anh được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005101.wav,hai kem cà chua, I came to,hai kem cỡ chua
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005118.wav,tôi có thể trả bằng thẻ Amex không, Tôi có thể trả bằng thía A-MAKE không?,tôi có thể trả bằng thẻ a make không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005094.wav,Đây là món ăn khá bổ dưỡng phù hợp với nhiều người bệnh, Đây là mồn ánh khả bầu sường phú hợp của nhân vệ bệnh.,Đây là món ăn khá bổ dưỡng phù hợp với nhiều người bệnh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003934.wav,Hay anh ấy có cách nói chuyện hấp dẫn hút hồn, Hay anh thấy có cách nói chuyện hấp dẫn hút hồn?,Hai anh thấy có cách nói chuyện hấp dẫn hút hồn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000211.wav,đều không quan trọng, Đều không quan trọng.,đều không quan trọng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006756.wav,Sáng sớm hôm đó anh tới một bệnh viện gần nhà để tiêm, Sáng sớm hôm đó anh tới một bệnh viện gần nhà để tin.,Sáng sớm hôm đó anh tới một bệnh viện gần nhà để tìm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009401.wav,Tôi tin chắc với nhiều người đàn ông khác vợ con cũng là một sự nghiệp," Từ điên chác, có nhiều người đàn ông khác và con cũng là mặt sự nhiều.",Từ tinh chát với nhiều người đàn ông khác bả con cũng là mặt tự nhiệt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009731.wav,cho đến mấy giờ thì tôi nên làm thủ tục trả phòng, cho đến mấy giờ thì tôi nên làm thủ tục trả phòng,Choi đến mấy giờ thì tôi nên làm thủ tục trả phòng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007849.wav,Đó là chưa kể em còn phải chợ búa cơm nước đưa đón con đi học," Đó là trước kể em con phải chơi bữa cơm nước, bước đỏn con đi hông?",Đó là chưa kể em còn phải chờ búa cơm nước đưa đón con đi học
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000722.wav,chức danh chính thức của quí vị là gì, Chất danh chính thức của quý vị là gì?,chức danh chính thức của quí vị là gì
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006793.wav,bạn có giảm giá cho thời gian ở một tháng không, Bạn có giảm giác cho thời diện ở 1 tháng không?,bạn có giảm giá cho thời gian ở một tháng không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012920.wav,làm ơn cho hành lý tôi xuống bến cảng," Làm ăn cho anh đi, tôi chuẩn bịng càng.",làm ăn cho hành lý tôi xuống biển cảng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001234.wav,lãi suất cho vay cũng đã giảm mạnh theo lãi huy động vốn lãi nhiều vẫn chẳng có người nào gửi cả," Lại rất cho bay cũng đã giạm mạnh theo lái vi động 4, lái nhiều vẫn chẳng có người lao với cả.",lãi giắt cho bay cũng đã giảm mạnh theo lãi huy động bốn lõi nhiều vẫn chẳng có người nào gửi cả
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006128.wav,bạn đừng để mắt to hơn bụng, Bản đừng để mắt to hơn bùng,bạn đừng để mắt to hơn bụng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013092.wav,xi măng bớt áp lực đầu vào, Sì mang bớt áp lực đầu vào.,si măng bớt áp lực đầu vào
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002782.wav,Đây là vụ scandal an toàn thực phẩm mới nhất tại nước này, Đây là vụ Scandan an toàn thực phẩm mới nhất tại nước này,đây là vụ Scandinavian an toàn thực phẩm mới nhất tại nước này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008880.wav,tôi đang bớt muối trong món ăn của tôi, Tôi đang bật mùi trong món ăn của tôi.,tôi đang bớt muối trong món ăn của tôi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011214.wav,Vụ án đang tiếp tục được điều tra làm rõ, Vũ án đang tiếp tục được điều tra làm gió.,vụ án đăng tiếp tục được điều tra làm rõ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001745.wav,Tình hình lúc đó rất nguy cấp anh mệt lữ và kêu cứu, Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you.,Lình hình lúc đó rất nguy cấp anh mệt lữ và kêu cứu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006327.wav,khuôn mặt thì không giống còn vẻ ngơ ngác, Vốn mặt chiếc ủng nộ phần về giữa ngạc.,quân mặt chị không giấu phổi vé gỡ ngác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004514.wav,Vay ngoại tệ với chi phí rẻ thế tội gì không vay," Vậy ngoài tây với chi phí rẻ thế, tôi gì không vai?",vây ngoại tệ với chị phí rẻ thế tôi gì không vây
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008644.wav,tiền thối sai rồi vui lòng cho tôi thêm ba đô, Tiền thổi sai rồi vui lòng cho tôi thêm 3 đô.,tiền thổi sai rồi vui lòng cho tôi thêm ba đô
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005230.wav,tôi xin lỗi nhưng anh ấy đang không ngồi ở bàn bây giờ, Tôi xin lùi những anh này đang không có ở bán đây sớm.,tôi xin lỗi nhưng anh ấy đang không ngồi ở bàn bây giờ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003689.wav,hẹn gặp lại tôi rất mong gặp anh ngày mai, you,tôi có thể gửi bộ phim không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006098.wav,Không phân thắng bại tên kia hậm hực bỏ đi," Không phăng hắn bại, tên kia hấm hực bỏ đi.",Không phân hấn bại tên kia hấm thực bỏ đi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010288.wav,Các tỉnh miền Bắc trời rét có nơi rét đậm, Các tỉnh Nguyên Bắc trời đẹp có nơi rất đầm.,các tỉnh miền bắc trời rét có nơi rét đậm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001202.wav,tôi chuyển tàu ở đâu để tới quảng trường thời đại, Tôi chuyển tao ở Đau để tự khoản trưng thời đài.,tôi chuyển tàu ở đâu để tới khoản trường thời đại
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008897.wav,Thế mới có chuyện Thành Lương sút cầu môn bóng bay ra ngoài đường, Thế mới có chuyện thành lưu xuất cầu môn bóng bay ra ngoài đường.,Thế mới có chuyện thành lương suốt cầu môn bóng bay ra ngoài đường
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_014042.wav,để đầu tư anh ta mua các tác phẩm nghệ thuật vì chúng hầu hết là những tác phẩm độc đáo và giá trị của chúng không hề," Để đầu tư, Anh Ta mua các tác phẩm nghệ thuật vì chúng hầu hết là những tác phẩm độc đáo và giá trị của chúng không hà.",để đầu tư anh ta mua các tác phẩm nghệ thuật vì chúng hầu hết là những tác Phẩm độc đáo và giá trị của chúng không hề
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004139.wav,Nhận lời ông Thọ dắt xe đi thủ sẵn dao nhọn theo người," Nhân lơi ông Thò Giác xe đi, thủ trần giao nhân theo người.",Nhận lời ông Thoa ra xe đi thủ sẩn giao nhon theo người
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005888.wav,Ai cũng có quyền được sống trong mơ chứ phải không, Ai cũng có quen đất sộng đông mới chịu phai khổng.,ai cũng có quê được sống trong mơ chứ phải không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_002621.wav,Đang ân ái teen girl siết cổ giết chết người tình già," Đang ở nãy, Stanger sít cổ giết giết người tình gia.",Đang âm ảnh Stenger suyết của giết giết người tình già
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008339.wav,Trong menu xổ xuống bạn chọn chức năng Encrypt with Password, ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ,Trong mê niu xổ xuống bạn chọn chức năng Encrypt with password
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010019.wav,Như vậy Đà Nẵng sẽ có thêm một ngoại binh," Như vậy, đa nặng sẽ có thêm 1 ngoài bình",Như vậy Đà Nẵng sẽ có thêm một ngoại binh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010049.wav,Nhưng sau tất cả tôi khâm phục những người đàn bà như họ, Những xấu tất cả tuổi khóm phục những người đàn ba như họ,Nhưng sau tất cả tôi khâm phục những người đàn bà như họ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005651.wav,Khi mặc cả đừng quá dựa vào giá hạn chế, Khi mặc cả đứng quái rưa bao giả hành trị.,Khi mặc cả đừng quá dừa vào giá hạn chế
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005627.wav,và như vậy sẽ tốt hơn các biện pháp định lượng để kiểm soát vốn khả dụng, và như vậy sẽ tốt hơn các biện pháp định lượng để kiểm soát vốn khả dụng.,và như vậy sẽ tốt hơn các biện pháp định lượng để kiểm soát vốn khả dụng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010447.wav,tôi sẽ trả cho bạn một trăm đô la, Tôi sẽ trả cho bạn một chăm đô nào,tôi sẽ trả cho bạn một trăm đô la
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001418.wav,Bên cạnh đó cần nâng cao cơ sở pháp lý tính liên kết của DOC, Bên cạnh đội cân năng cao cơ sở pháp lý tỉnh liến kết của.,Bên cạnh đó cần năng cao cơ sở pháp lý tính liên kết của D.O.C
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004196.wav,Mối tình đầu của tôi là phiên bản Việt của drama Hàn ăn khách She Was Pretty, Mối tinh đau của tôi là viên bản việt của Dharam Mahan an khách Siva Zappariti.,mối tình đầu của tôi là phiên bản việt của drama hàn ăn khách sĩ gua giupriti
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008002.wav,Modern Warfare 3 sẽ lộ diện trong hơn 4 ngày tới, Một đen Wesfer 3 sạch lo diền trong hơn buổi ngày tới.,Modern Whisper ba sẽ lộ diện trong hơn bốn ngày tới
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012553.wav,cô gái kia rất khác với bạn mình, Cô gái kia rất khác với bạn mình.,cô gái kia rất khác với bạn mình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006662.wav,Bình thường các bé chỉ chơi loanh quanh gần nhà ít khi đi đâu xa," Bình hường các bé chỉ chơi lăn khoanh rần nhà, ít khi đi đâu xa.",Bình thường các bé chỉ chơi lăn khoanh rần nhà ít khi đi đâu xa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013690.wav,bắt đầu lúc sáu giờ, Bắt đầu lúc 6 giờ,bắt đầu lúc sáu giờ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003402.wav,Đối với tôi thật tuyệt vời khi được đối đầu với MU," Đối với tôi, thật tuyệt vời khi được đối đảo với MU.",Đối với tôi thật tuyệt vời khi được đối đảo với MU
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011497.wav,tôi có một ghế gần cửa sổ, අපින්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්නන්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්,tôi có một cái gần cửa sổ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011630.wav,Mai đã từng là con người dại dột thì chớ suy nghĩ thiếu chín chắn lần nữa," Mai đã từng là con người giải dột, thì chớ xuyên nghỉ thiếu chính chắn là ngươi.",Mai đã từng là con người giải dột thì chớ suy nghĩ thiếu chính chẳng là người
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013229.wav,con đường đất đỏ gặp mưa trở thành thứ bùn sền sệt, Con đường đất đỏ gặp mưa trở thành thứ bùng sền sạch.,con đường đất đỏ gặp mưa trở thành thứ bùng sền sạch
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008187.wav,Ông nổi tiếng văn chương được phong tước Tùng Thiện Công, Ông Nội tiện Văn Trương được phóng tước Tung Thiên Công.,Ông nổi tiếng Văn Trường được phong tước tung thiền công
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012894.wav,tôi có thể tìm xe buýt số hai mươi mốt ở đâu, Tôi có thể tìm Cbiso 21 ở đâu?,tôi có thể tìm xe buýt số hai mươi mốt ở đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002939.wav,điều hòa bật chế độ hút ẩm, Đi hoa bật chế độ hút ẩm,điều hòa bật chế độ hút ẩm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004704.wav,Đã bao đêm chị mất ăn mất ngủ người cứ bần thần," Đả bao đêm chi mất ăn, mất ngụng người cử bên thân.",Đã bao đêm chỉ mất ăn mất ngủ người cứ bận thần
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012453.wav,xin lỗi cho tôi thêm một cái đĩa để chia ra được không," Xin lỗi, cho tôi thêm 1 cái địa để chia ra được không?",xin lỗi cho tôi thêm một cái đĩa để chia ra được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001115.wav,còn hai bàn tay bé chụm lại, Còn hai bàn tay bé chụp lại.,còn hai bàn tay bé chụm lại
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000401.wav,Triều Tiên phủ nhận trách nhiệm về tàu chở dầu móc nối lậu với quân nổi dậy," Chiều tiên phú nhận trách nhiệm về tàu trở râu, móc nối lậu với quân nổi dài.",N triều tiên phú nhận trách nhiệm về tàu trở dầu móc nối lậu với quân nổi dậy
